n,Straightforward_double,Iterative_double,Delta_double,Straightforward_float,Iterative_float,Delta_float
1157,62907115127309768734154590320646736206038159588805923981377208744104501691329450611550969212393172799602117177203757384107029031685191027110537654231104627650394055675249259846206990070892430764603676639195194458680210157604633313984777289728.000000,62907115127307340555680761849793269860860434269715441943768040326705793304581744461913360056649018212247000351886528304022854594200394387294947417285378262912758378779088852487884203554850577398640278829737879556070692397319492833686887333888.000000,2428178473828470853466345177725319090482037609168417398708386747706149637609155744154587355116825317229080084174437484796639815590236945726364737635676896160407358322786516041853365963397809457314902609517760285140480297889955840.000000,inf,inf,nan
1158,101785850410189868803781962168114779763190781155472638620406143332387676538762195935292256198030757395682423248748273057984577110690078280183230601055911652878056637381049531108384966218267762493903937762191322247852859083997750018210948710400.000000,101785850410185948183904707417614792640001380762209470062120120180392688850891509420511531170951171208294405350309234884775495457970723705651716608719153473716313178587736873373727198721634330961543524713750486966078466993000767096364111757312.000000,3920619877254750499987123189400393263168558286023151994987687870686514780725027079586187388017898439038173209081652719354574531513992336758179161743458793312657734657767496633431532360413048440835281774392090996982921846836953088.000000,inf,inf,nan
1159,164692965537499649382709595554472996292863954038518028367820469971211196319783098771963408869720243144491150751929187657116406993289829290902624793028214945722292818309450792941705725979482348640780606585822893852399457133115969383319130341376.000000,164692965537493300584358512333119542824496828326164377771925278401817500245164706107545074686896502369748016028172920403823150903085678076555520563745730401822913682619977727848725171966807063742456795727924743668015547281833845981174403432448.000000,6348798351083221353453468367125712353650595895191569393696074618392664418334182823740774743134723756267253293256090204151214347104229282484543899379135689473065092980554012675284898323810857898150184383909851282123402144726908928.000000,inf,inf,nan
1160,266478815947689541876037643854010736703324761782469598520300849093036909037928199157496031986343626438586794652631775145150585805809027538303568469566523928988033706196804328024318231578394421899230528716886970391985092000140891503776887734272.000000,266478815947679260613036262816445815788133222382613313600082516476929207185747667753176789317143986527249031704459312503623447211970961765816093710206082540733068986460866603209566140378763550086273312626111607779960402166348199128661919531008.000000,10281263001381037564920915191539399856284920218332616107701852180531404319242669199639911337762948172462641527138593838065772487474759360441388254964719735937724814752091199630871812957216090775362612024689833792692375114968203264.000000,inf,inf,nan
1161,431171781485189143879655067145637811701648662644029763823972847485372032998945489028978707018878617786251504100652333942167789395440616894770767111629944213934958023493647113017568878796588149010919166564964355660918997567202516682602400710656.000000,431171781485172561197394775149565358612630050708777691372007794878746707430912373860721864004040488896997047732632232907446598115056639842371614273951812942555982669080844331058291312345570613828730108354036351447975949448182045109836322963456.000000,16582682260291996072453089018611935252072451965052606625325568033115168256843014838128889254456368020101034721191280383977052399152837678131271378975354412802781959277566451017535182189058210928004212943048119020471572766077747200.000000,inf,inf,nan
1162,697650597432878733134784883262494469699513477603457225408422168157285014395639497086955472842407496021664740057192737947417578604907884367509761732161262803698360230703059448990342189136271192439241664019596834636369641133397752390872905809920.000000,697650597432851821810431037966011174400763273091391004972090311355675914616660041613898653321184475424246079437091545411070045327027601608187707984157895483289051655541710934267857452724334163915003420980147959227936351614530244238498242494464.000000,26911324353845296483295298750204512066220436331856801609099778979455473056819521223020597418660620101192536347533277880282759322053748003367320409308575161348514722484736411937028524238243039448875408433289518867508152374663315456.000000,inf,inf,nan
1163,1128822378918067971772624294933824123990242246601402715360691958800409192112116603916895647535656617401569126765662329609783774807664981131151381145720796339184055256221922577904821225455436584508344768060052207464219741832708957482462541250560.000000,1128822378918024383007825813115576533013393323800168696344098106234422622047572415474620517325224964321243127169723778318516643442084241450559322258109708425845034324622555265326148765069904777743733529334184310675912301062712289348334565457920.000000,43588764798481818247590976848922801234019016593852565986570064544188442275130210431653080325999595938551291267131365580739680592058887611087913339020931599367312578672460385531806764611238725867896788307440769996668134127975792640.000000,inf,inf,nan
1164,1826472976350946799665593522722010436278835830558775666897411070115446351225287718804812588052434617016886749430672325277399760219889345367531995179811648464433152488950198042792073572114285020005770369555140059267520486098215398282322681790464.000000,1826472976350876299576441195607279550003236703245475427444485360747850681381764074889480638320779943339142089214632581449785095576428322927617882544197193230684822982189482215490916375316816184716920887789823287070779755809351221995820042682368.000000,70500089152327114730886275599127313300239452925709367595669843523643915331949731654673677744660216039743827614664643461022439914112635614455233748329506760715827301157196797468835288849481765316772196740730288864176286502639108096.000000,inf,inf,nan
1165,2955295355269014960954586506707218245447238289868009834514696915231359832772467558323631170936832241605761641411969170327580348642187286236425080929391623446718681749222552652490715112614876090630483012566174301065602434195141732582759692500992.000000,2955295355268900493067898319671472397838469814337812671531989580666769013994273254762178220297263900473079451168721844327904925403879604640435500198447723013428383302761605449023244825341566476344286542173025563412829850607846134526180138680320.000000,114467886688187035745847608768475530197162982707334564590818778194303561452950639568341132682190243247325999675423238307681595989580730943900433290298446460947203467470287273309614286196470393148737652772583587295598056579553820672.000000,inf,inf,nan
1166,4781768331619962139652917407531996052082394545842448405925295757977814762867881748332289629686748872997259921273910526485773736091342551079440485316921629197354782246273614758870429314819470082868989132023278429000847332821791884501031313211392.000000,4781768331619776413611602137175984577485386092167625194463287168783611116505910858447812987920561829437610009952085394896896393751042008092569973534926558957910258276850223600926520570568073688828471680060884781815885193888762602886051242442752.000000,185726041315270356011474597008453674823211462008589194203646361970889884476641766187043559649911321825131588877342340300542986870511781995070239444523969423391157943908744251396394040517451962393647184962138933029281614980070768640.000000,inf,inf,nan
1167,7737063686888977858672978670444749038242273686541784049466368218471191753380602249063612542018545143352244623548417758574941339192061676266832384661749967216479360011697895538536425687614964117964943644393380867401898592073803124355688883552256.000000,7737063686888676148614025700641922234611215055674112056968901204188362972759931170802299466822861701161466400258269177463214064696389773782038655317937567398932745563410100922774484135729022220707286722429982207893266219439739230140333503283200.000000,301710058952969802826803631058630867671992497467014282828780620671078261313075195683442190778223290148581111727274495671902484793729343812399817546614448287794615761941551885941897257656921963398659508632372634063894215355380269056.000000,inf,inf,nan
1168,12518832018508939240260421321771210349612027381552906646365288431186989358508231054988210430310329987600281483959790223299127820824872388395306051563234881841428246241769782170231573742253816256368461276612731159067297099838725501584822318923776.000000,12518832018508452562225627837817906812096601147841737251432188372971974089265842029250112454743423530599076410210354572360110458447431781874608628852864126356843003840260324523701004706297095909535758402490866989709151413328501833026384745725952.000000,486678034793483953303537515426233711169394933100058215015269242389025738097975566906457001205073749435650939017362377440606520697422710370755484585242401509457646530569035956720346832702874121864169358145686510223668558437573197824.000000,inf,inf,nan
1169,20255895705397918615064349504627028869279582769757342313884407740182215427369339188867206455118803188450972229233284105397243668933997742564072073055858278202719398285871133963118561950230016263264347920613968301140093342026267640484306958155776.000000,20255895705397127194708704026048759565282534501853197690348338486636302746545267315237028438776357174262096688743547626300150014226757877754713647339928264610963957371266969192124926321664882241312102125312992922931519982654502048622922493329408.000000,791420355645478578269303997048267904144623536069253545912680824071873630178016342446014188875540489736479097093654707239864809358425715930013591755440914604164770993635628565134021952245795300975378208573359371765591861384464826368.000000,inf,inf,nan
1170,32774727723906857855324770826398239218891610151310248960249696171369204785877570243855416885429133176051253713193074328696371489758870130959378124619093160044147644527640916133350135692483832519632809197226699460207390441864993142069129277079552.000000,32774727723905578240803382351455596895953853948032283323727775769084242520330603459671757410729852647362726977228826075137085963757125981727388639361918961822995169179123837461475368507600742261916917528196003637969773745869264867105511483375616.000000,1279614521388474942642322937756203277965636521920402284962265546966784183659474699280528688526735964248253559285526001744149231989485257174198221152475348517078671874767184883090257715891669030695822237616695995728274963617793703936.000000,inf,inf,nan
1171,53030623429304779502651019355847407051021756324392894510239606092599488844207921202353390306127792479499118185876510681139964176526995229327317471336698296536490626878318962605169822683436320560759043117056380310689279084118738811641027746594816.000000,53030623429302705435512086377504356461236388449885481014076114255720545266875870774908785849506209821624823665972373701437235977983883859482102286701847226433959126550390806653600294829265624503229019653508996560901293728523766915728433976705024.000000,2074067138932978343050589785367874507413496163491836878943577332050427444604456621582657874294519904136979702728198543111369845215184634851070102531500327928155951569527854170696057530023463547383749787985355594971895912593769889792.000000,inf,inf,nan
1172,85805351153211643422499588231889924195614493282353749942700306626064830892007514985470341122716637885544156385969889503929033701954120071894430143279285173159885439535573703755922208457365096636115624312714504869580260126438688011885340046393344.000000,85805351153208283676315468728959953357190242397917764337803890024804787787206474234580543260236062468987550643201199776574321941741009841209490926063766188256954295729514644115075663336866366765145937181705000198871067474393031782833945460080640.000000,3359746184119502929970838424250884435985604896416601260043104801040750889797862480575416556605742768689727354711760213110230684939217215518984902931143806059059640846545120498729870969687131009504670709192652045656229051394586312704.000000,inf,inf,nan
1173,138835974582516422925150607587737331246636249606746644452939912718664319736215436187823731428844430365043274571846400185068997878481115301221747614615983469696376066413892666361092031140801417196874667429770885180269539210557426823526367792988160.000000,138835974582510989111827555106464309818426630847803245351880004280525333054082345009489329109742272290612374309173573478011557919724893700691593212765613414690913422279905450768675958166131991268374956835213996759772361202916798698562379436785664.000000,5433813323052481273021428209618758943399101059908438138986682133091178334402319102158074430900262672826707057439958756221600530154401850370055005462644133987215592416072974669425928499710594556888420497178007640628124963988356202496.000000,inf,inf,nan
1174,224641325735728078476697791918915811293652996502401607340062228068921425152066998251817140413880492710574999931616898677183427651771744796331646852542256076014755842208694020151818739761056400944437835739348240247216980537906026951762073884819456.000000,224641325735719248530047831636847151472812366019118583800839876856945571793600725087023736645339485839624787004773555278215087718792884695470145949535404736630879045490964794814142621177218583810625806023193296563909066275490006248695592805990400.000000,8829946649960282068659820840630483283023539222351211975853358466273164793403768541006870950212926843343398968339932978860100861500903006851339383876796717729225337676118583837817133812029716154943683307914262416020703066481078829056.000000,inf,inf,nan
1175,363477300318244525659943591705230254243093753335750677681846158235970293935970528596687007567363771995593412451064516838623217672925878943984332656452214412028120581141041986582519771227637592364207591162844825822220882150283278007989173768683520.000000,363477300318230213383780194544734349588434489640319403263875863689086355799994975939466930030442909210262023366345910779855853495844759549730800973007043285004803795252414945513209579017570800856105674864681592928947065076586980714557240151900160.000000,14312276163397160495904654659263695431274417970294546883938135975552657220077536920862785331389084718606058767364177081119394253531683445171127023316785888627041069310192210066791508101916298163232893273817073696297293431933616783360.000000,inf,inf,nan
1176,588118626053972652652831768021300288942355764291357136799596421201660817183413715162596419430521962546118688277883851468548229610043661433177855887582420220676853768386646606873556511640253541754435602889644466858906587491828953425152711835254784.000000,588118626053949461913828026181581501061246855659437987064715740546031927593595701026490666675782395049886810371119466058070941214637644245200946922542448021635682840743379740327352200194789384666731480887874889492856131352076986963252832957890560.000000,23190739003741839718787881108908631919149734880680655628889589818014136105752754739567496231877906764385410477288395406017187976908965039972199041170927643266866546204311445464157087704122001769577366050456139751966461899878877364224.000000,inf,inf,nan
1177,951595926372217226828965744123684766591058532080312666259130614334400209214760432073375698447163432381662376624150804259913031568315578070024064922622584365338951694564599193595294283519450682564433370039940693470596194445751879898543349785690112.000000,951595926372179772329988989520624297460899374206167093883967674028656479584343053594142139604780699940049385527870248743409963281174479180655500652725390771908441326069615886118997780515479282414417507727459284000740646035943264608613001473294336.000000,37454498976754603060469130159157874145572375162940305743729630417378479233558842382732441612991096280555516503068287141098889368564269897193593430510368494983307476296503003971400150015862312481409469855548409808615289930348312395776.000000,inf,inf,nan
1178,1539714552426189879481797512144985055533414296371669803058727035536061026398174147235972117877685394927781064902034655728461261178359239503201920810205004586015805462951245800468850795159704224318868972929585160329502781937580833323696061620944896.000000,1539714552426129137211436246907897351710928200959195377393307344781150210987186377992448263382007699310035644108584842895997735925120048040132694818091939328276169476739174426167913979407149570189568636640431371914659327780740954641062906067681280.000000,60742270361265237087703822486095412474425665419690754910815410987769243523854495677695617745420793449812832463525253239191463069225992113065257739635986212071374300936815752554654129300336289153788414843454156839878682633155553263616.000000,inf,inf,nan
1179,2491310478798407106310763256268669822124472828451982469317857649870461235612934579309347816324848827309443441526185459988374292746674817573225985732827588951354757157515844994064145078679154906883302342969525853800098976383332713222239411406635008.000000,2491310478798308909541425236428521649171827575165362471277275018809806690571529431586590402986788399250085029636455091639407699206294527220788195470817330100184610802808790312286911759922628852603986144367890655915399973816684219249675907540975616.000000,98196769338019840148172952645253286619998040582631060654545041405147722757413338060428059358411889730368348966593540380290352437790262010258851170146354707054681777233318756526054279316198601635197884699002566648493972563503865659392.000000,inf,inf,nan
1180,4031025031224597179857322306002271771280323182636471679487336824993598654392613479801689019999645013597025610009029859527801891066418207847875412057384392467906472000614733195089867876445097324985332019848916617287476657535472140407541329754587136.000000,4031025031224438046752861483336419000882755776124557848670582363590956901558715809579038666368796098560120673745039934535405435131414575260920890288909269428460780279547964738454825739329778422793554781008322027830059301597425173890738813608656896.000000,159133104460822665852770397567406511913830816754461402641752833897670222650353630848915036904936263989924992396455935003632586954521768475123039445691721066768456635042137115318902191777238840594589457417355938046966516802516145930240.000000,inf,inf,nan
1181,6522335510023005062427131712625409167894540242339731777248203033212365459531567072136513179512937006345673465858454294760041532378629628506891419847619177141404866678721147791381500965549205007001277178617664883719075230777039229076204168069251072.000000,6522335510022747344423809794942174437299455466915559134169361661574916376893254747678367240949806080529807910543114513796745808620477404024604096788430197389717209842652039851855481504464883662963862333275823890061209073843226580863626434603646976.000000,257718003321917683234730595084775424172643078841371637449082638312324458145938563130925815865555315339780963295723758152224482287323059188979751687656836069107939526019461084321344037414845341840993657866156933812648212577733465604096.000000,inf,inf,nan
1182,10553360541247602242284454018627680939174863424976203456735539858205964113924180551938202199512582019942699075867484154287843423445047836354766831905003569609311338679335880986471368841994302331986609198466581501006551888312511369483745497823838208.000000,10553360541247184614917625127924125863692467011788839354396935466817567708925951544231929564130159013650724169964915473088285895186355376199734965019932271096034352601609434988082819233369709310624774298484923505259768778582417379307941821304274944.000000,417627366828890703555075482396413187364102338604391388396404998229007706272635382423006291974905902568681199557528258692460155031866885071298513276986077726445998388549608624593021361834899981657995746783109730093990175803676519563264.000000,inf,inf,nan
1183,17075696051270607304711585731253090107069403667315935233983742891418329573455747624074715379025519026288372541725938449047884955823677464861658251752622746750716205358057028777852869807543507338987886377084246384725627119089550598559949665893089280.000000,17075696051269933511859527223575235449971410941206953745452314245089095224871244317961249491456851425058940909154507937372762400937905986395919105923176859930038837485442614044393276758684498523853922263359192220583977046142112711064415109723979776.000000,673792852058507677854657097992726108981488531428646329234348584503306113465887568667601229431632571430511675122554885771478465739145829445886820677367872614414733459593048859008815133964113725054164141650072947437887495534556169109504.000000,inf,inf,nan
1184,27629056592518211099514132050589706195223755554794693947605299866320904826431966202063870264914987377109480446239900553823459076399798507388005127772440707804314819078574048968779214670387715221239781207149272710995178201118530718936542017532985344.000000,27629056592517118126777152351499361313663877952995793099849249711906662933797195862193179055587010438709665079119423410461048296124261362595654070943109131026073190087052049032476095992054207834478696561844115725843745824724530090372356931028254720.000000,1092972736979699090344881559877601798900847756050154414241892634770339870691209327976938399815367120477143362410780275537144792351056829331576778241628991521999936303118678333507386761084645305156985151432376394000628564185086504730624.000000,inf,inf,nan
1185,44704752643788821509261902383260666600252136147115739695361076991132456677991789878240491016694279065154670645258794903846805426485622384592823467754692237443605574518993356155542036519631033660758238847430408746246803707641018819282185391058190336.000000,44704752643787051638636679575074596763635288894202746845301563956995758158668440180154428547043861863768605988273931347833810697062167348991573176866285990956112027572494663076869372750738706358332618825203307946427722870866642801436772040752234496.000000,1769870625222808186069836616847252912992850059513034136698519323349698086062469650417201386064656984863556012994729423455035601250290888406246487493546946498693078672663768892327302425620022227100799819080836774376017845413350305955840.000000,inf,inf,nan
1186,72333809236307032608776034433850372795475891701910433642966376857453361504423756080304361281609266442264151091498695457670264502885420891980828595527132945247920393597567405124321251190018748881998020054579681457241981908759549538218727408591175680.000000,72333809236304175975486201129409698673217120697208760972694882135688865648673788146551418348138417625991906381979266560245781781710721536273547424268652687759334317824271268927165372826192536393872457913441202973323465470457047895380516387044720640.000000,2856633289833304440674122258771004701672670271494721764495855749967933752942933470848816272244709519428897424482721174699355707281171258480257488586075773296136197155878363826212488125562141138478483918516438302501642838211021546455040.000000,inf,inf,nan
1187,117038561880095866538182675222782520587563935549046615393415590782158707294831850166952473789318636154446092365929313965418915506419628925946292416200340314245824168446009874915503095876449026944878543954797648805592779166132318364643687630177828864.000000,117038561880091221404050511501648554840934455741401286790452377625898179251134076222502036149674734166246877055667286106128669690248596060578800424675681112938297245232041375186214841493531620551143934212250731618699191566457815693245901012532723712.000000,4645134132163721133965746629479807645328602963213156260528043697773944450437639643901988199215310262027859290245816171032865367491991524659201307526923213968499729288254382917406393734609742546917186893587599674502671397786617645105152.000000,inf,inf,nan
1188,189372371116402923987248186467975855766711642650997933146558241506757847024088214664072078052958083890764784715771656630892871163402221116672401717564503522602340962702475507311103963400066264631121134114952447467042748174355367917147964699825930240.000000,189372371116395397379536712631058253514151576438610047763147259761587044899807864369053454497813151792238783437646552666374451471959317596852347848944333800697631563056312644113380214319724156945016392125691934592022657036914863588626417399577444352.000000,7526607711473836917602252560066212387885383410981745170802124280350295018623555144932098526001278125103964518419691442903519820053868620169721904709399646162863197723749080342107686104741989260512875020091137440504328521547300248485888.000000,inf,inf,nan
1189,306410932996498790525430861690758376354275578200044548539973832288916554318920064831024551842276720045210877081700970596311786669821850042618694133764843836848165131148485382226607059276515291575999678069750096272635527340487686281791652330003759104.000000,306410932996486618783587224132706808355086032180011334553599637387485224150941940591555490647487885958485660493313838772503121162207913657431148273620014913635928808288354019299595055813255777496160326337942666210721848603372679281872318412110168064.000000,12171741843637558051567999189546020033213986374194901431330167978124239469061194788834086725216588387131823808665507613936385187545860144828923212236322860131362927012003463259514079839351731807430061913678737115006999919333917893591040.000000,inf,inf,nan
1190,495783304112901764193258001781420156888330851651124249906884621529965957792673496328727115859295166524084744314159921642812040141418413756781657263003407885667698895168757344080270255343778533815609952395852778148094249713770054227510716351943540736.000000,495783304112881991322834459952422099485565793218580498206570623281926490825917196543793702163270856456669902672616744231073881480070059955538215416727318451224963970685768436141695653799381445636932148358059483598536518540824042856213186150630686720.000000,19772870423541828998057402765058432543751700313998248039466966756299784933413696024310067414841641543177411738158661348353801243441846276089434442734924482988907938574601544397088178677804037793294549557731172946011371297530201312854016.000000,inf,inf,nan
1191,802194237109400554718688863472178533242606429851168798446858453818882512111593561159751667701571886569295621395860892239123826811240263799400351396768251722515864026317242726306877314620293825391609630465602874420729777054257740509302368681947299840.000000,802194237109368659787000637707814832607995456198673600980522808403703271426524353968979678774819105003264645682617877419184384950472316210459925102021393891078085580291918909983849942279834200741581614907152384217674341343123722166656603884854706176.000000,31894931688225764363700634610973652495197466335645415179240685069207190771988926752781566030975713243014819939441860767947588940426294746857831437778446025323816323027372340459624650028015558450490203055435711134018342645764797092593664.000000,inf,inf,nan
1192,1297977541222302318911946865253598690130937281502293048353743075348848469904267057488478783560867053093380365710020813881935866952658677556182008659771659608183562921486000070387147569964072359207219582861455652568824026768027794736813085033890840576.000000,1297977541222250651109835097660236932093561249417254099187093431685629762252441550512773380938089961459934548355234621650258266430542376165998140518748712342303049550977687346125545596079215646378513763265211867816210859883947765022869790035485392896.000000,51667802111767593361758037376032085038949166649643663218707651825506975705402622777091633445817354786192231677600522116301390183868141022947265880513370508312724261601973884856712828705819596243784752613166884080029713943294998405447680.000000,inf,inf,nan
1193,2100171778331702972991793635971149072908230972953625383241306624636314094915191052315491423190559664838894152139256294952274458380287626550563482879888032383133812550438835705779143349918760139815807493749358995806385752220139535303257652360065843200.000000,2100171778331619112174519920877308065632182182415600627286206049152166807880305037147231115856667616110762863971103321407013122148237321986495819974073864128512363925998420437939158607690261936686138817327763314400221304431363487075241996631884693504.000000,83860817273715093841007276048790538024755955100575484147287034886015168260307333892048728131288168152973545261336232050304564067662905814168254621448624440415267839984742228498203129668676421595681406164447788776048228015655728181149696.000000,inf,inf,nan
1194,3398149319554005689348372130206235161177917300856572577357870081859495016416779844473014094463909618637147177982775464159069383798501044886669982833052176201054917882467207412506764781220408319890940198300016523642537572579583330268639531970867494912.000000,3398149319553869763284355018537544997725743431832854726473299480837796570132746587660004496794757577570697412326337943057271388578779698152493960492822576470815413476976107784064704203769477583064652580592975182216432164315311252098111786667370086400.000000,135926064017111668690163452173869023717850884570601021698446284033256813009597669152041066449765656437521101797995219721346734176022340229599730239504405491099628442060577450930736826287617707041341426105408264272078170527745303497408512.000000,inf,inf,nan
1195,5498321097885708662340165766177384234086148273810197960599176706495809111331970896788505517654469283476041330122031759111343842178788671437233465712940208584188730432906043118285908131139168459706747692049375519448923324799722865571897184330933338112.000000,5498321097885489272903506568396340461496674660649109499522325911864295829610373359476279500363908094386332936430939619789143569192571760918914271760288924809065319813516899858344336672797315340618704519609940371883981262338090739401922577876165591040.000000,219389436659197781043772589473613161088461076850794631513281721597537312226017290561189089708393691092139322200272986216910518319193952651283775123410619389143259941571458341853119088043172439435147564942062461632126169974606454767747072.000000,inf,inf,nan
1196,8896470417439714749133169525365106793402814621067424683719867170229636579346072475930563499830861802818061168238305578595272284442844457103827939839384868994981190725915622167133146773697152600465601012038593918358788690970722196069105510878711644160.000000,8896470417439358638743229957952398061083669046081310080232805010827759948145798212467240109446182771252157688623779207521555899305796718291483740959719017070143190879950636006068567015229217102815443978513713678833085633061985991271465569966624866304.000000,356110389939567412708732319145574986114603487062159401876631200274263463323390384679031565903479614526371073716385137047738812344198879665851924837999845964986161064579758467935497650157033524880239525703057908736204797639940912086777856.000000,inf,inf,nan
1197,14394791515325423411473335291542491027488962894877622644319043876725445690678043372719069017485331086294102498360337337706616126621633128541061405552325077579169921158821665285419054904836321060172348704087969437807712015770445061641002695209644982272.000000,14394791515324847911646736526348738522580343706730419579755130922692055777756171571943519609810090865638490625054718827310699468498368479210398012720007941879208510693467535864412903688026532443434148498123654050717066895400076730673388147842790457344.000000,575499826598765193752504908619188147203064563912954033389912921871800775549407675240220655611873305618510395916658123264649330663392832317135699961410465354129421006151216809788616738200205964315387090645120370368330967614547366854524928.000000,inf,inf,nan
1198,23291261932765139750385031332833547413446773701547663911090192574452412076413402787325808068166124491931654307132636337601324644926696548764587310565279883413101281526906773997914097123883776944109602202883370857235811881106831258624383384395999870976.000000,23291261932764204960611439968375186991109016567209113076936654406022485919512682845734584168406342034071157673144504613532819133941946234382183788506157022110401531931248685325119575257905446262777939989880560228480841354096398721030578539501772079104.000000,934789773591364458360422337757134338550834153538168429926156900719941591223899759782457860496633988131724068505510984750314382403522059122861302699749595658088672794521865978330681331662213002810628754970527010432537593804844894227791872.000000,inf,inf,nan
1199,37686053448090563161858366624376038440935736596425286555409236451177857767091446160044877085651455578225756805492973675307940771548329677305648716117604960992271202685728439283333152028720098004281950906971340295043523896877276320265386079605644853248.000000,37686053448089049692701123462872026328579367902734299490589222273719882084490280540325752676516569694070667017131236598244646134715876787353185870879025090311709703340377248098808688055231372139268783514490599277059285900765147449875416330729276047360.000000,1513469157243161504012112356368693690987064820014177457975682601165619719124409134885884155089788361737077063294636832452889952462845238579870680561499345351191184524463973488725865013167392480741017984237996112128870389969748876368805888.000000,inf,inf,nan
1200,60977315380855702912243397957209585854382510297972950466499429025630269843504848947370685153817580070157411112625610012909265416475026226070236026682884844405372484212635213281247249152603874948391553109854711152279335777984107578889769464001644724224.000000,60977315380853248294198457367543414949468399727532946235320750569753048778445815631355634641523185316863862128139767526579720333208947169256577798690902365066310556702947987242480681531735605268160113557343929501262882557398890167248894157000475148288.000000,2454618044940589666170904914110570440004231178678455877221065059033316015050512294394753293548984485842486329545083266079056813658227991982479339061927509687226038766567620868269680231439552510781651016453220585217411640875307001169575936.000000,inf,inf,nan
1201,98663368828946278792329976708993221035758216379219169686318917696786766061710590616824966646268488470939093042390531058612696058921107608333468464189049300109245044035719544927475564744126399220446723910880511455877349069786695906469356970068435533824.000000,98663368828942297986899580830415441278047767630267245725909972843472930862936096171681387318039755010934529145271004124824366467924823956609763669569927455378020260043325235341289369586966977407428897071834528778322168458164037617124310487729751195648.000000,3980805430395878577779757710448748951923960408944853313835198774494445143579328228733460004563897119526933788329590996283651723704794619121844731224783992394309586186195157159421813017826839045982677555180611622658289345046482338684338176.000000,inf,inf,nan
1202,159640684209802007141029798921018000371020665646833985481638851162374312807444030583014460613684974186208354403560035812312941217191637244318871933649053133937820242523066542934513141022335126704384716808844142625265663637621427499987529286992372170752.000000,159640684209795546281098038197958856227516167357800191961230723413225979641381911803037021959562940327798391273410771651404086801133771125866341468260829820444330816746273222583770051118702582675589010629178458279585051015562927784373204644730226343936.000000,6460859931760723059144143504498289033793520408127749148333166062118779977438654122033858409963130149264160908854416057866118452530465388223313493489425776793320350743089903632544028795706179665684345680612622058499715614324642262145826816.000000,inf,inf,nan
1203,258304053038748298651587987757418818147218851510874087832368021079139717320268916709248831666752915479703372570222514241321127147010496557609924119226661928758666643696141980224883869329263952192604660613779114089697502102333435413771087683521953660928.000000,258304053038737869704454043283189490986443873957709303015961200696656187406546598993537218091201600983844770667225670517019433010854098492391272580607876265245553791064310242650849747831274412618564347489121907075016198263577589416125917985382269452288.000000,10428947133944474229327160774977553164784816406820382483529913722317715711613575551314495858601902996843724301694136156398065218651538618785663513112852631831737574034121497989539574040313124657207014681303838755845997645169698139684208640.000000,inf,inf,nan
1204,417944737248550280356161362423621625037359578188066207985186367801556753225484356273444483466838984020799876725238655312843088622406630392013628610098596073273284171944496738433606683225994226361442937634514336697854186950104238899130214117592033918976.000000,417944737248533441422008505735963540694839980285151360306012428549839443950157101815393048864363446956755012189180336909214499553783373028172781491645825075113087322085295249960410126075581847829699797906409285371710228068991141215127525483034787708928.000000,16838934152856687658084342519597902914847679173939251717309275327254458051434602475537064044864536058318403628589068623257363840847118452770998160196849859201488473196557150412378531743139728105051326143958881113097684002688634557246210048.000000,inf,inf,nan
1205,676248790287298579007749350181040443184578429698940295817554388880696470545753272982693315133591899500503249295461169554164215769417126949623552729325258002031950815640638718658490552555258178554047598248293450787551689052437674312901301801113987579904.000000,676248790287271311126462549019153031681283854242860663321973629246495631356703700808930266955565047940599782856406007426233932564637471520564054072253701340358641113149605492611259873906856260448264145395531192446726426332568730631253443468417057161216.000000,27267881286801161887411503294575456079632495580759634200839189049572173763048178026851559903466439055162127930283204779655429059498657071556661673309702491033226047230678648401918105783452852762258340825262719868943681647858332696930418688.000000,inf,inf,nan
1206,1094193527535848910236823561114292455183697885826290234460381765562167777575694811293775416227628694811526826517787614348589263875414764161467516224978092054151640416134559026543677890032462109986583415459025627519623833582243161241288321624550605324288.000000,1094193527535804752548471054755116572376123834528012023627986057796335075306860802624323315819928494897354795045586344335448432118420844548736835563899526415471728435234900742571669999982438108277963943301940477818436654401559871846380968951451844870144.000000,44157688352506359175882807574051298278210832395707765832702268834008669452100407700199914172031472201270013140831756993919612730680661078565638679911980899658283972007890050024001708619472157085149701187179180683289394907352673098760454144.000000,inf,inf,nan
1207,1770442317823147590990398608314593672291796071403797991593218172202693355730362448351743966615616216892477476807424362865917398612013904750751738725411826013876402088874044884105329751090139698682816772859754758375611437794083331612703234837353760555008.000000,1770442317823075961929107906755008830133887932892305225634677669283001599054650139357978347521097920257507176907816772798518445715876302429640219865044751798137558691285659096279768565386874958584042329545035990196727165574726106419120801008179734380544.000000,71629061290701559584842157908138511492765958540502919691756675712308993765619094518296634970299899607590067398952896137602321111518860367074215738843397588385787825561185703264740098774443314718768178884272219357225193582433829174026174464.000000,inf,inf,nan
1208,2864635845358996704718873563467407675322533468987223148684163973284519348523885987796069853352036156864899105313563135140834500421792696191540594492606869983413664219206298188455330258127440628953771706623651746032107101695131484971018779285282701180928.000000,2864635845358880714477578961510125402510011767420317249262663727079336674361510941982301663341026415154861971953403117133966877834297146978377055428944278213609287126520559838851438565369313066862006272846976468015163819976285978265501769959631579250688.000000,115990241294601957282272812521701566905899421500246205182674162375045813768190011009741710037133360160018006867622587495549213163539063662591769804377092685738349603891692758127562091765433776675278016943281718845506705517009325651121930240.000000,inf,inf,nan
